Label_Version,arm_id,Symbol,SetupEpochSec,SetupTimeUtc,SetupSide,SetupProb,SetupThreshold,SetupThresholdMargin,SetupArbitrationReason,SetupQty,MicroEvalWithinTtlCount,Label_Min_Micro_Prob,Label_Min_Expected_Net_R,Label_Long_Setup_DownstreamPositive,Label_Short_Setup_DownstreamPositive,Expected_Long_Setup_DownstreamNetR,Expected_Short_Setup_DownstreamNetR,Max_Future_Micro_Long_Prob,Max_Future_Micro_Short_Prob,Best_Entry_Delay_Seconds,Best_Entry_EpochSec,Best_Entry_TimeUtc,Best_Micro_Prob,Best_Realized_Net_R,Best_MFE_R,Best_MAE_R,Best_Exit_Reason,Best_Outcome_Status
setup_downstream_confirmable_labels_v1,TSLA-short-1777301160-11,TSLA,1777301160,2026-04-27T14:46:00Z,short,0.6221,0.608,0.014100000000000001,only_short_passed,162,7,0.3,0.0,0,0,,,,0.1392,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777301340-12,TSLA,1777301340,2026-04-27T14:49:00Z,short,0.706,0.608,0.09799999999999998,only_short_passed,163,8,0.3,0.0,0,0,,,,0.1267,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777301640-13,TSLA,1777301640,2026-04-27T14:54:00Z,long,0.605,0.604,0.0010000000000000009,only_long_passed,163,11,0.3,0.0,0,0,,,0.145,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777301730-14,TSLA,1777301730,2026-04-27T14:55:30Z,long,0.6096,0.604,0.005600000000000049,only_long_passed,163,9,0.3,0.0,0,0,,,0.1301,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777301760-15,TSLA,1777301760,2026-04-27T14:56:00Z,long,0.6174,0.604,0.013399999999999967,only_long_passed,163,8,0.3,0.0,0,0,,,0.1703,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777301820-16,TSLA,1777301820,2026-04-27T14:57:00Z,long,0.6055,0.604,0.0015000000000000568,only_long_passed,163,15,0.3,0.0,0,0,,,0.1401,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777302270-17,TSLA,1777302270,2026-04-27T15:04:30Z,long,0.6054,0.604,0.0014000000000000679,only_long_passed,164,10,0.3,0.0,0,0,,,0.2066,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777302390-18,TSLA,1777302390,2026-04-27T15:06:30Z,long,0.6048,0.604,0.0008000000000000229,only_long_passed,164,10,0.3,0.0,0,0,,,0.1272,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777302630-19,TSLA,1777302630,2026-04-27T15:10:30Z,long,0.6249,0.604,0.02090000000000003,only_long_passed,164,8,0.3,0.0,0,0,,,0.0988,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777302720-20,TSLA,1777302720,2026-04-27T15:12:00Z,long,0.6534,0.604,0.0494,only_long_passed,164,9,0.3,0.0,0,0,,,0.1036,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777302750-21,TSLA,1777302750,2026-04-27T15:12:30Z,long,0.6742,0.604,0.07020000000000004,only_long_passed,164,8,0.3,0.0,0,0,,,0.1593,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777303320-22,TSLA,1777303320,2026-04-27T15:22:00Z,long,0.6151,0.604,0.011099999999999999,only_long_passed,164,12,0.3,0.0,0,0,,,0.2256,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777303560-23,TSLA,1777303560,2026-04-27T15:26:00Z,long,0.6206,0.604,0.01660000000000006,only_long_passed,164,19,0.3,0.0,0,0,,,0.1283,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777304130-24,TSLA,1777304130,2026-04-27T15:35:30Z,long,0.6249,0.604,0.02090000000000003,only_long_passed,163,13,0.3,0.0,0,0,,,0.1409,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777304850-25,TSLA,1777304850,2026-04-27T15:47:30Z,short,0.6569,0.648,0.008900000000000019,only_short_passed,163,3,0.3,0.0,0,0,,,,0.059,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777304880-26,TSLA,1777304880,2026-04-27T15:48:00Z,long,0.7694,0.656,0.11339999999999995,only_long_passed,163,12,0.3,0.0,0,0,,,0.0916,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777306620-27,TSLA,1777306620,2026-04-27T16:17:00Z,long,0.6222,0.604,0.018199999999999994,only_long_passed,161,16,0.3,0.0,0,0,,,0.2513,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777307040-28,TSLA,1777307040,2026-04-27T16:24:00Z,long,0.6057,0.604,0.0017000000000000348,only_long_passed,161,18,0.3,0.0,0,0,,,0.2645,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777308240-29,TSLA,1777308240,2026-04-27T16:44:00Z,long,0.6081,0.604,0.0040999999999999925,only_long_passed,160,21,0.3,0.0,0,0,,,0.1595,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777310490-30,TSLA,1777310490,2026-04-27T17:21:30Z,long,0.6414,0.604,0.03739999999999999,only_long_passed,159,8,0.3,0.0,0,0,,,0.1188,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777310820-31,TSLA,1777310820,2026-04-27T17:27:00Z,long,0.6247,0.604,0.02070000000000005,only_long_passed,158,17,0.3,0.0,0,0,,,0.2185,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777310970-32,TSLA,1777310970,2026-04-27T17:29:30Z,long,0.6715,0.604,0.0675,only_long_passed,158,9,0.3,0.0,0,0,,,0.2566,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777311420-33,TSLA,1777311420,2026-04-27T17:37:00Z,long,0.6194,0.604,0.01539999999999997,only_long_passed,158,9,0.3,0.0,0,0,,,0.1939,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777316130-34,TSLA,1777316130,2026-04-27T18:55:30Z,short,0.6607,0.644,0.016699999999999937,only_short_passed,158,16,0.3,0.0,0,0,,,,0.1179,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777317090-35,TSLA,1777317090,2026-04-27T19:11:30Z,short,0.6186,0.608,0.010600000000000054,only_short_passed,158,21,0.3,0.0,0,0,,,,0.0906,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777317510-36,TSLA,1777317510,2026-04-27T19:18:30Z,short,0.6398,0.608,0.03180000000000005,only_short_passed,158,11,0.3,0.0,0,0,,,,0.0934,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777317750-37,TSLA,1777317750,2026-04-27T19:22:30Z,short,0.6092,0.608,0.0011999999999999789,only_short_passed,158,24,0.3,0.0,0,0,,,,0.1276,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777386180-38,TSLA,1777386180,2026-04-28T14:23:00Z,long,0.6348,0.604,0.03080000000000005,only_long_passed,158,6,0.3,0.0,0,0,,,0.2413,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777386360-39,TSLA,1777386360,2026-04-28T14:26:00Z,long,0.6046,0.604,0.0006000000000000449,only_long_passed,158,6,0.3,0.0,0,0,-1.2763116090416657,,0.3258,,0,1777386360,2026-04-28T14:26:00Z,0.3258,-1.2809302133078222,0.5500530904198009,-1.085925581246797,stop,ok
setup_downstream_confirmable_labels_v1,TSLA-long-1777386390-40,TSLA,1777386390,2026-04-28T14:26:30Z,long,0.6059,0.604,0.0019000000000000128,only_long_passed,158,14,0.3,0.0,0,0,,,0.2124,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777386750-41,TSLA,1777386750,2026-04-28T14:32:30Z,long,0.6199,0.604,0.015900000000000025,only_long_passed,158,12,0.3,0.0,0,0,,,0.2074,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777386810-42,TSLA,1777386810,2026-04-28T14:33:30Z,long,0.6199,0.604,0.015900000000000025,only_long_passed,158,5,0.3,0.0,0,0,,,0.2052,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777387200-43,TSLA,1777387200,2026-04-28T14:40:00Z,long,0.6153,0.604,0.011299999999999977,only_long_passed,159,13,0.3,0.0,0,0,,,0.2786,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777387230-44,TSLA,1777387230,2026-04-28T14:40:30Z,short,0.6136,0.608,0.005600000000000049,only_short_passed,159,12,0.3,0.0,0,0,,,,0.2075,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777388280-45,TSLA,1777388280,2026-04-28T14:58:00Z,short,0.6676,0.608,0.059599999999999986,only_short_passed,160,8,0.3,0.0,0,0,,,,0.1513,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777388310-46,TSLA,1777388310,2026-04-28T14:58:30Z,short,0.6318,0.608,0.023800000000000043,only_short_passed,160,9,0.3,0.0,0,0,,,,0.1596,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777388370-47,TSLA,1777388370,2026-04-28T14:59:30Z,short,0.7131,0.608,0.10509999999999997,only_short_passed,160,10,0.3,0.0,0,0,,,,0.2123,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777388400-48,TSLA,1777388400,2026-04-28T15:00:00Z,short,0.6401,0.608,0.03210000000000002,only_short_passed,159,10,0.3,0.0,0,0,,,,0.1793,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777388430-49,TSLA,1777388430,2026-04-28T15:00:30Z,short,0.6858,0.608,0.07779999999999998,only_short_passed,159,8,0.3,0.0,0,0,,,,0.1604,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777388460-50,TSLA,1777388460,2026-04-28T15:01:00Z,short,0.7295,0.608,0.12150000000000005,only_short_passed,159,13,0.3,0.0,0,0,,,,0.1702,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777389060-51,TSLA,1777389060,2026-04-28T15:11:00Z,short,0.6082,0.608,0.00019999999999997797,only_short_passed,159,11,0.3,0.0,0,0,,,,0.2499,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777397730-52,TSLA,1777397730,2026-04-28T17:35:30Z,long,0.7662,0.656,0.11019999999999996,only_long_passed,159,10,0.3,0.0,0,0,,,0.0598,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777469880-53,TSLA,1777469880,2026-04-29T13:38:00Z,short,0.6257,0.624,0.0017000000000000348,only_short_passed,160,11,0.3,0.0,0,0,,,,0.2483,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777470000-54,TSLA,1777470000,2026-04-29T13:40:00Z,short,0.63,0.624,0.006000000000000005,only_short_passed,161,10,0.3,0.0,0,0,,-1.0953221194926424,,0.4165,30,1777470030,2026-04-29T13:40:30Z,0.4111,-1.096247060706778,0.947037198647321,-1.7810728687614024,stop,ok
setup_downstream_confirmable_labels_v1,TSLA-short-1777470120-55,TSLA,1777470120,2026-04-29T13:42:00Z,short,0.6516,0.624,0.027599999999999958,only_short_passed,160,10,0.3,0.0,0,0,,-1.3260573495949877,,0.3696,15,1777470135,2026-04-29T13:42:15Z,0.3171,-1.33169117305611,0.947037198647321,-2.0271376983707743,stop,ok
setup_downstream_confirmable_labels_v1,TSLA-short-1777470240-56,TSLA,1777470240,2026-04-29T13:44:00Z,short,0.6503,0.624,0.02629999999999999,only_short_passed,160,12,0.3,0.0,0,0,,-1.210808020033273,,0.3476,10,1777470250,2026-04-29T13:44:10Z,0.3339,-1.2140898163604827,0.5090299567569949,-2.457619696120343,stop,ok
setup_downstream_confirmable_labels_v1,TSLA-short-1777470330-57,TSLA,1777470330,2026-04-29T13:45:30Z,short,0.6314,0.624,0.007399999999999962,only_short_passed,160,5,0.3,0.0,0,0,,,,0.2972,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777470360-58,TSLA,1777470360,2026-04-29T13:46:00Z,short,0.689,0.624,0.06499999999999995,only_short_passed,160,12,0.3,0.0,0,0,,-1.2373137257524713,,0.3268,15,1777470375,2026-04-29T13:46:15Z,0.3268,-1.2411364548494603,-0.659220315913044,-3.3407217636556754,stop,ok
setup_downstream_confirmable_labels_v1,TSLA-short-1777473930-59,TSLA,1777473930,2026-04-29T14:45:30Z,short,0.6331,0.608,0.02510000000000001,only_short_passed,161,16,0.3,0.0,0,0,,,,0.1664,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-short-1777474110-60,TSLA,1777474110,2026-04-29T14:48:30Z,short,0.6444,0.608,0.03639999999999999,only_short_passed,160,14,0.3,0.0,0,0,,,,0.1687,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777478040-61,TSLA,1777478040,2026-04-29T15:54:00Z,long,0.6149,0.604,0.01090000000000002,only_long_passed,161,8,0.3,0.0,0,0,,,0.2336,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777478130-62,TSLA,1777478130,2026-04-29T15:55:30Z,long,0.6081,0.604,0.0040999999999999925,only_long_passed,162,22,0.3,0.0,0,0,,,0.1503,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777492170-63,TSLA,1777492170,2026-04-29T19:49:30Z,long,0.8089,0.656,0.15289999999999992,only_long_passed,160,10,0.3,0.0,0,0,,,0.0668,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777557090-64,TSLA,1777557090,2026-04-30T13:51:30Z,long,0.6465,0.62,0.026499999999999968,only_long_passed,161,9,0.3,0.0,0,0,-1.1743967290432087,,0.3086,,30,1777557120,2026-04-30T13:52:00Z,0.3086,-1.1769354377991927,0.4650573096910045,-1.742090185082741,stop,ok
setup_downstream_confirmable_labels_v1,TSLA-long-1777560150-65,TSLA,1777560150,2026-04-30T14:42:30Z,long,0.628,0.604,0.02400000000000002,only_long_passed,161,12,0.3,0.0,0,0,,,0.2074,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777560630-66,TSLA,1777560630,2026-04-30T14:50:30Z,long,0.622,0.604,0.018000000000000016,only_long_passed,160,21,0.3,0.0,0,0,,,0.2202,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561020-67,TSLA,1777561020,2026-04-30T14:57:00Z,long,0.6062,0.604,0.0021999999999999797,only_long_passed,160,7,0.3,0.0,0,0,,,0.1746,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561050-68,TSLA,1777561050,2026-04-30T14:57:30Z,long,0.6413,0.604,0.0373,only_long_passed,159,11,0.3,0.0,0,0,,,0.1674,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561110-69,TSLA,1777561110,2026-04-30T14:58:30Z,long,0.6916,0.604,0.08760000000000001,only_long_passed,159,17,0.3,0.0,0,0,,,0.2299,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561170-70,TSLA,1777561170,2026-04-30T14:59:30Z,long,0.6465,0.604,0.04249999999999998,only_long_passed,159,9,0.3,0.0,0,0,,,0.2075,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561350-71,TSLA,1777561350,2026-04-30T15:02:30Z,long,0.6341,0.604,0.030100000000000016,only_long_passed,158,14,0.3,0.0,0,0,,,0.2812,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561560-72,TSLA,1777561560,2026-04-30T15:06:00Z,long,0.6237,0.604,0.01970000000000005,only_long_passed,159,6,0.3,0.0,0,0,,,0.2273,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561590-73,TSLA,1777561590,2026-04-30T15:06:30Z,long,0.6254,0.604,0.021399999999999975,only_long_passed,159,13,0.3,0.0,0,0,-1.2400940864071197,,0.3186,,20,1777561610,2026-04-30T15:06:50Z,0.3186,-1.2439735575582853,-0.07998400319935436,-1.8165108538831098,stop,ok
setup_downstream_confirmable_labels_v1,TSLA-long-1777561710-74,TSLA,1777561710,2026-04-30T15:08:30Z,long,0.6298,0.604,0.025800000000000045,only_long_passed,158,15,0.3,0.0,0,0,,,0.2114,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561800-75,TSLA,1777561800,2026-04-30T15:10:00Z,long,0.6525,0.604,0.04849999999999999,only_long_passed,159,13,0.3,0.0,0,0,,,0.1834,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561890-76,TSLA,1777561890,2026-04-30T15:11:30Z,long,0.6707,0.604,0.06669999999999998,only_long_passed,158,8,0.3,0.0,0,0,,,0.2946,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777561950-77,TSLA,1777561950,2026-04-30T15:12:30Z,long,0.6422,0.604,0.03820000000000001,only_long_passed,159,11,0.3,0.0,1,0,0.0035407454409073363,,0.3852,,30,1777561980,2026-04-30T15:13:00Z,0.3852,0.02504157698051769,0.7380438692837156,-0.49430980874273217,horizon,ok
setup_downstream_confirmable_labels_v1,TSLA-long-1777562010-78,TSLA,1777562010,2026-04-30T15:13:30Z,long,0.6073,0.604,0.0032999999999999696,only_long_passed,159,10,0.3,0.0,0,0,,,0.2508,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777562040-79,TSLA,1777562040,2026-04-30T15:14:00Z,long,0.633,0.604,0.029000000000000026,only_long_passed,159,8,0.3,0.0,0,0,,,0.2159,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777562070-80,TSLA,1777562070,2026-04-30T15:14:30Z,long,0.6325,0.604,0.02849999999999997,only_long_passed,159,6,0.3,0.0,0,0,,,0.182,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777562100-81,TSLA,1777562100,2026-04-30T15:15:00Z,long,0.6244,0.604,0.020399999999999974,only_long_passed,159,11,0.3,0.0,0,0,,,0.1581,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777562130-82,TSLA,1777562130,2026-04-30T15:15:30Z,long,0.6866,0.604,0.0826,only_long_passed,159,14,0.3,0.0,0,0,,,0.1723,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777562400-83,TSLA,1777562400,2026-04-30T15:20:00Z,long,0.6238,0.604,0.01980000000000004,only_long_passed,159,12,0.3,0.0,0,0,,,0.1794,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777562790-84,TSLA,1777562790,2026-04-30T15:26:30Z,long,0.6222,0.604,0.018199999999999994,only_long_passed,158,6,0.3,0.0,0,0,,,0.152,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777562850-85,TSLA,1777562850,2026-04-30T15:27:30Z,long,0.6146,0.604,0.010600000000000054,only_long_passed,158,26,0.3,0.0,0,0,,,0.121,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777562910-86,TSLA,1777562910,2026-04-30T15:28:30Z,long,0.6737,0.604,0.06969999999999998,only_long_passed,158,16,0.3,0.0,0,0,,,0.1885,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777563120-87,TSLA,1777563120,2026-04-30T15:32:00Z,long,0.6791,0.604,0.07510000000000006,only_long_passed,158,11,0.3,0.0,0,0,,,0.2041,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777563210-88,TSLA,1777563210,2026-04-30T15:33:30Z,long,0.6884,0.604,0.08440000000000003,only_long_passed,158,11,0.3,0.0,0,0,,,0.1903,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777564110-89,TSLA,1777564110,2026-04-30T15:48:30Z,long,0.6077,0.604,0.0037000000000000366,only_long_passed,158,9,0.3,0.0,0,0,,,0.1535,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777564140-90,TSLA,1777564140,2026-04-30T15:49:00Z,long,0.6145,0.604,0.010500000000000065,only_long_passed,158,12,0.3,0.0,0,0,,,0.1734,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777564230-91,TSLA,1777564230,2026-04-30T15:50:30Z,long,0.622,0.604,0.018000000000000016,only_long_passed,158,11,0.3,0.0,0,0,,,0.1706,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777564530-92,TSLA,1777564530,2026-04-30T15:55:30Z,long,0.6411,0.604,0.03710000000000002,only_long_passed,158,6,0.3,0.0,0,0,,,0.1724,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777564560-93,TSLA,1777564560,2026-04-30T15:56:00Z,long,0.6563,0.604,0.05230000000000001,only_long_passed,158,8,0.3,0.0,0,0,,,0.1678,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777565040-94,TSLA,1777565040,2026-04-30T16:04:00Z,long,0.6041,0.604,9.999999999998899e-05,only_long_passed,158,10,0.3,0.0,0,0,,,0.1319,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777565310-95,TSLA,1777565310,2026-04-30T16:08:30Z,long,0.6067,0.604,0.0027000000000000357,only_long_passed,158,9,0.3,0.0,0,0,,,0.1769,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777566960-96,TSLA,1777566960,2026-04-30T16:36:00Z,long,0.6666,0.604,0.06259999999999999,only_long_passed,158,12,0.3,0.0,0,0,,,0.1295,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777568190-97,TSLA,1777568190,2026-04-30T16:56:30Z,long,0.6154,0.604,0.011399999999999966,only_long_passed,159,14,0.3,0.0,0,0,,,0.1098,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777568970-98,TSLA,1777568970,2026-04-30T17:09:30Z,long,0.6139,0.604,0.00990000000000002,only_long_passed,158,9,0.3,0.0,0,0,,,0.1299,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777569660-99,TSLA,1777569660,2026-04-30T17:21:00Z,long,0.675,0.656,0.019000000000000017,only_long_passed,158,5,0.3,0.0,0,0,,,0.1064,,,,,,,,,,no_micro_floor_candidate
setup_downstream_confirmable_labels_v1,TSLA-long-1777572510-100,TSLA,1777572510,2026-04-30T18:08:30Z,long,0.611,0.604,0.007000000000000006,only_long_passed,157,6,0.3,0.0,0,0,,,0.123,,,,,,,,,,no_micro_floor_candidate
